Name,Type,Constellation,Magnitude,RAHour,RAMinute,DecSign,DecDeg,DecMinute
UGC 914,Galaxy,Cet,12.5,1,22.2,+,0,57
UGC 919,Galaxy,Psc,14,1,23,+,33,11
UGC 920,Galaxy,Psc,13.2,1,22.9,+,33,28
UGC 927,Galaxy,Psc,14,1,23.3,+,33,33
UGC 915;Arp 8,Galaxy,Cet,14,1,22.4,-,0,53
IC 1686,Galaxy,Psc,12,1,23.2,+,33,28
MCG 1-4-40,Galaxy,Psc,15,1,22.7,+,5,24
ZWG 502. 62,Galaxy,Psc,15,1,23.4,+,33,27
UGC 922,Galaxy,Psc,14,1,22.8,+,9,3
MCG 5-4-40,Galaxy,Psc,15,1,23.5,+,33,21
UGC 935,Galaxy,Psc,14,1,23.5,+,33,13
UGC 924,Galaxy,Psc,15,1,22.9,+,9,28
UGC 938,Galaxy,Psc,11.2,1,23.7,+,33,15
UGC 939,Galaxy,Psc,12.8,1,23.7,+,33,17
UGC 932,Galaxy,Psc,15,1,23.4,+,9,26
UGC 936,Galaxy,Psc,15,1,23.5,+,11,17
UGC 944,Galaxy,And,14,1,24,+,33,55
UGC 953,Galaxy,And,13,1,23.8,+,33,49
UGC 947,Galaxy,Psc,11.9,1,24.1,+,12,55
UGC 956,Galaxy,Psc,14,1,24.6,+,33,29
UGC 946,Galaxy,Psc,14,1,24.1,+,9,33
UGC 960,Galaxy,Psc,13,1,24.7,+,33,27
UGC 952,Galaxy,Psc,14,1,24.3,+,9,20
UGC 966,Galaxy,Psc,11.2,1,24.6,+,3,48
UGC 962,Galaxy,Cet,13,1,24.6,+,1,44
UGC 970,Galaxy,Psc,14,1,24.8,+,10,0
NGC 537,Galaxy,And,14,1,25.3,+,34,2
UGC 968,Galaxy,Psc,10.6,1,24.8,+,9,32
UGC 972,Galaxy,Psc,14,1,24.8,+,9,42
UGC 988,Galaxy,And,13,1,25.5,+,33,41
UGC 955,Galaxy,And,13,1,25.7,+,34,44
IC 1696; UGC 965,Galaxy,Cet,14,1,24.7,-,1,35
UGC 1012,Galaxy,And,15,1,26.3,+,34,45
UGC 982,Galaxy,Psc,14,1,25.3,+,9,16
UGC 992,Galaxy,Cet,13,1,25.5,+,1,46
UGC 997,Galaxy,Cet,15,1,25.5,-,1,25
UGC 1013,Galaxy,And,13,1,26.4,+,34,43
UGC 991,Galaxy,Cet,15,1,25.4,-,1,33
NGC 563,Galaxy,Cet,14,1,25.3,-,18,9
UGC 1004,Galaxy,Cet,12,1,25.7,-,1,23
MCG 6-4-22,Galaxy,And,15,1,26.5,+,34,41
MCG 0-4-138,Galaxy,Cet,13.3,1,25.8,-,1,18
UGC 1007,Galaxy,Cet,14,1,26,-,1,20
UGC 1009,Galaxy,Cet,12.3,1,26,-,1,21
UGC 1021,Galaxy,Cet,14,1,26.7,+,2,1
UGC 1034,Galaxy,And,13,1,27.6,+,37,11
ESO 476-11,Galaxy,Cet,15,1,27.2,-,22,43
ESO 476-12,Galaxy,Cet,15,1,27.2,-,22,45
IC 1703,Galaxy,Cet,15,1,26.5,-,1,38
OCL 322,Open Cluster,Cas,9.5,1,29.5,+,63,18
UGC 1036,Galaxy,Cet,12.9,1,27.4,-,1,55
UGC 1048,Galaxy,And,14,1,28.2,+,34,19
UGC 1049,Galaxy,And,15,1,28.4,+,48,23
NGC 539,Galaxy,Cet,14,1,27.1,-,18,38
UGC 1044,Galaxy,Cet,12.5,1,27.8,-,1,53
UGC 1052,Galaxy,Cet,15,1,28.2,-,1,18
UGC 1058,Galaxy,Psc,14,1,29,+,32,21
MCG 2-4-53,Galaxy,Cet,14,1,26.9,-,10,15
UGC 1063,Galaxy,Psc,14,1,29.1,+,11,9
UGC 1061,Galaxy,Cet,14,1,29,-,0,57
UGC 1069,Galaxy,Psc,15,1,29.9,+,32,31
UGC 1078,Galaxy,And,13,1,30.9,+,41,16
IC 1710,Galaxy,Psc,14,1,30.8,+,21,26
NGC 580,Galaxy,Cet,14,1,30.7,-,1,59
ESO 476-15,Galaxy,Cet,10.9,1,30.5,-,22,40
UGC 1089,Galaxy,Tri,13,1,31.7,+,33,38
M 103,Open Cluster,Cas,7.4,1,33.2,+,60,42
UGC 1094,Galaxy,Tri,13,1,31.9,+,33,30
ESO 542-20,Galaxy,Cet,15,1,29.7,-,18,19
IC 1712;H I 100,Galaxy,Cet,10.4,1,31.3,-,6,52
UGC 1092,Galaxy,Cet,14,1,31.7,-,0,55
MCG 1-5-1,Galaxy,Cet,13.2,1,31.6,-,6,54
IC 1713,Galaxy,Tri,13,1,32.5,+,35,22
MCG 2-5-4,Galaxy,Cet,14,1,32.6,-,12,2
UGC 1109,Galaxy,And,14,1,33.6,+,44,56
UGC 1111,Galaxy,And,14,1,33.5,+,35,41
MCG 2-5-3,Galaxy,Cet,14,1,32.3,-,12,21
MCG 3-5-5,Galaxy,Cet,14,1,33,-,16,32
MCG 1-5-5,Galaxy,Cet,10.9,1,32.9,-,7,2
M 33,Galaxy,Tri,5.7,1,33.9,+,30,39
MCG 2-5-5,Galaxy,Cet,13,1,32.8,-,12,11
MCG 1-5-7,Galaxy,Cet,12.4,1,33.1,-,7,19
UGC 1128,Galaxy,And,14,1,35.1,+,41,16
UGC 1126,Galaxy,Psc,14,1,34.9,+,21,26
NGC 618,Galaxy,Tri,14,1,35.4,+,33,41
OCL 325,Open Cluster,Cas,11,1,37.2,+,64,33
ESO 353-15,Galaxy,Scl,13.2,1,34,-,36,30
ESO 413-11,Galaxy,Scl,10,1,34.3,-,29,25
NGC 627,Galaxy,Tri,14,1,35.8,+,33,42
MCG 1-5-8,Galaxy,Cet,11.5,1,35.1,-,7,20
MCG 2-5-7,Galaxy,Cet,15,1,33.9,-,9,47
UGC 1150,Galaxy,And,14,1,37,+,42,20
UGC 1147,Galaxy,Tri,14,1,36.7,+,35,32
UGC 1143,Galaxy,Cet,14,1,36,+,0,40
MCG 2-5-10,Galaxy,Cet,14,1,35.7,-,10,0
ESO 297-5,Galaxy,Phe,12,1,35.1,-,41,26
M 74,Galaxy,Psc,9.2,1,36.7,+,15,47
UGC 1153,Galaxy,Psc,15,1,36.8,+,5,51
UGC 1157,Galaxy,Psc,13,1,37.3,+,5,53
UGC 1164,Galaxy,Tri,14,1,38.2,+,35,23
MCG 1-5-13,Galaxy,Cet,11.3,1,39.1,-,7,31
OCL 329,Open Cluster,Cas,8.2,1,42.9,+,64,0
UGC 1170,Galaxy,Psc,14,1,39.6,+,7,14
ESO 413-13,Galaxy,Scl,15,1,38.9,-,29,55
MCG 2-5-31,Galaxy,Cet,15,1,39.3,-,9,23
ESO 413-14,Galaxy,Scl,14,1,39,-,29,54
ESO 29-SC50,Globular Cluster,Hyi,13,1,35.1,-,75,33
UGC 1177,Galaxy,Psc,14,1,40.2,+,5,44
MCG 2-5-33,Galaxy,Cet,14,1,39.8,-,9,13
IC 146,Galaxy,Cet,14,1,38.7,-,17,50
MCG 2-5-34,Galaxy,Cet,15,1,40,-,9,14
M 76,Planetary Nebula,Per,12,1,42.3,+,51,34
M 76,Planetary Nebula,Per,12,1,42.3,+,51,35
UGC 1184,Galaxy,Psc,14,1,40.7,+,7,59
UGC 1193,Galaxy,And,14,1,42.4,+,35,39
OCL 330,Open Cluster,Cas,6.5,1,44.1,+,61,53
MCG 2-5-37,Galaxy,Cet,14,1,42,-,13,4
UGC 1194,Galaxy,Psc,13,1,42.4,+,26,9
UGC 1196,Galaxy,Psc,14,1,42.2,+,12,35
OCL 332,Open Cluster,Cas,7.9,1,44.2,+,60,42
UGC 1201,Galaxy,Psc,10.8,1,43,+,13,38
UGC 1215,Galaxy,Tri,13,1,44.2,+,28,42
UGC 1220,Galaxy,And,14.3,1,44.5,+,37,41
OCL 333,Open Cluster,Cas,7.1,1,46,+,61,15
UGC 1210,Galaxy,Psc,14,1,43.8,+,4,14
UGC 1223,Galaxy,Psc,13,1,44.8,+,10,26
UGC 1236,Galaxy,Tri,13,1,46,+,34,23
UGC 1238,Galaxy,And,14,1,46.3,+,36,27
UGC 1248,Galaxy,Tri,13,1,47.2,+,35,33
UGC 1250,Galaxy,Tri,12.1,1,47.4,+,27,53
UGC 1247,Galaxy,Ari,14,1,46.9,+,13,6
UGC 1256,Galaxy,Tri,10.8,1,47.9,+,27,26
UGC 1259,Galaxy,Ari,13,1,48.4,+,11,32
UGC 1273,Galaxy,Ari,15,1,49,+,13,2
UGC 1270,Galaxy,Psc,11,1,49,+,5,54
UGC 1275,Galaxy,Ari,14,1,49.1,+,13,2
UGC 1280,Galaxy,Ari,13,1,49.4,+,22,0
UGC 1283,Galaxy,And,12.4,1,49.7,+,35,47
UGC 1286,Galaxy,Ari,13,1,49.8,+,21,58
MCG 2-5-52,Galaxy,Cet,11.8,1,49.2,-,10,26
MCG 3-5-22,Galaxy,Cet,13,1,49,-,14,59
UGC 1288,Galaxy,Ari,15,1,49.6,+,11,41
IC 165,Galaxy,Tri,13,1,50.2,+,27,39
ESO 152-24,Galaxy,Eri,12,1,47.8,-,52,47
ESO 477-6,Galaxy,For,13,1,49,-,23,48
UGC 1298,Galaxy,And,13,1,50.6,+,36,21
UGC 1302,Galaxy,Tri,13,1,50.8,+,35,16
ESO 414-5,Galaxy,For,15,1,49.9,-,27,28
MCG 3-5-21,Galaxy,Cet,14,1,47.8,-,16,43
UGC 1305,Galaxy,Ari,12,1,50.7,+,21,46
UGC 1304,Galaxy,Psc,14,1,50.5,+,6,9
UGC 1310,Galaxy,Ari,14,1,51,+,22,0
UGC 1315,Galaxy,Ari,14,1,51.2,+,22,35
NGC 674,Galaxy,Ari,13,1,51.3,+,22,21
MCG 2-5-59,Galaxy,Cet,14,1,50.6,-,12,3
ZWG 522. 30,Galaxy,And,15,1,52.2,+,36,4
MCG 2-5-60,Galaxy,Cet,12.2,1,51.1,-,9,42
MCG 1-5-43,Galaxy,Cet,14,1,51.3,-,4,3
UGC 1346,Galaxy,And,15,1,52.8,+,36,9
UGC 1343,Galaxy,And,14,1,52.7,+,36,6
UGC 1345,Galaxy,And,14,1,52.8,+,36,8
UGC 1334,Galaxy,Psc,13,1,51.8,+,6,18
MCG 2-5-63,Galaxy,Cet,14,1,51.2,-,8,30
UGC 1348,Galaxy,And,15,1,52.8,+,36,10
ZWG 522. 40,Galaxy,And,15,1,52.9,+,36,13
UGC 1349,Galaxy,And,14,1,53,+,36,2
UGC 1342,Galaxy,Ari,14,1,52.5,+,17,30
UGC 1352,Galaxy,And,14,1,53.2,+,36,48
MCG 2-5-75,Galaxy,Cet,15,1,55.1,-,9,5
UGC 1358,Galaxy,And,14,1,53.6,+,36,12
UGC 1363,Galaxy,And,14,1,54,+,36,13
UGC 1356,Galaxy,Psc,11.7,1,53.2,+,4,12
IC 1744,Galaxy,Ari,14,1,53.7,+,19,49
MCG 2-5-68,Galaxy,Cet,10.2,1,53,-,13,44
UGC 1376,Galaxy,And,13.4,1,54.8,+,39,23
UGC 1379,Galaxy,Ari,14,1,54.8,+,20,41
NGC 724,Galaxy,Cet,13,1,53.9,-,23,46
MCG 3-5-25,Galaxy,Cet,14,1,52.6,-,16,31
MCG 2-6-3,Galaxy,Cet,14,1,55.6,-,10,49
NGC 757,Galaxy,Cet,13,1,54.9,-,9,1
UGC 1406,Galaxy,And,15,1,56.5,+,36,48
UGC 1411,Galaxy,Tri,14,1,56.6,+,34,11
UGC 1414,Galaxy,Tri,12.2,1,56.7,+,33,3
ZWG 503. 57,Galaxy,Tri,15,1,56.9,+,33,3
MCG 5-5-30,Galaxy,Tri,15,1,57,+,33,14
UGC 1421,Galaxy,Tri,15,1,56.9,+,33,1
IC 1741,Galaxy,Psc,11.3,1,56.4,+,5,38
MCG 1-6-4,Galaxy,Psc,15,1,56.5,+,5,38
OCL 345,Open Cluster,Per,7.9,1,58.4,+,55,29
UGC 1438,Galaxy,And,13,1,57.9,+,44,56
ESO 414-11,Galaxy,For,14,1,55.6,-,29,57
UGC 1430,Galaxy,Tri,12.2,1,57.5,+,33,13
UGC 1431,Galaxy,Tri,12.5,1,57.6,+,33,12
OCL 363,Open Cluster,And,5.7,1,57.8,+,37,41
UGC 1437,Galaxy,And,12.4,1,57.7,+,35,55
MCG 3-5-29,Galaxy,Cet,15,1,54.5,-,16,43
UGC 1440,Galaxy,And,14,1,57.8,+,36,20
UGC 1439,Galaxy,Tri,15,1,57.8,+,33,23
MCG 1-6-6,Galaxy,Cet,13,1,57.1,-,5,26
UGC 1455,Galaxy,Ari,14,1,58.8,+,24,53
UGC 1458,Galaxy,Psc,14,1,58.7,+,8,20
MCG 2-6-10,Galaxy,Cet,14,1,58.9,-,9,35
UGC 1457,Galaxy,Cet,14,1,58.7,+,0,31
UGC 1467,Galaxy,Tri,13,1,59.5,+,30,54
UGC 1463,Galaxy,Ari,14,1,59.2,+,18,57
50 CAS,,Cas,4,2,3.4,+,72,25
UGC 1466,Galaxy,Ari,10.3,1,59.3,+,19,1
MCG 2-6-11,Galaxy,Cet,14,1,59,-,11,31
UGC 1469,Galaxy,Ari,14,1,59.4,+,14,1
ESO 477-18,Galaxy,For,14,1,58.5,-,26,18
UGC 1471,Galaxy,Ari,13,1,59.9,+,23,38
UGC 1476,Galaxy,Tri,12,2,0.2,+,31,26
UGC 1480,Galaxy,Tri,14,2,0.3,+,31,17
MCG 1-6-16,Galaxy,Cet,11,1,59.7,-,5,58
UGC 1488,Galaxy,Tri,14,2,0.5,+,28,13
UGC 1482,Galaxy,Ari,14,2,0.1,+,12,38
ESO 114-15,Galaxy,Eri,13,1,57.8,-,57,46
UGC 1497,Galaxy,Tri,13,2,1.1,+,31,52
UGC 1501,Galaxy,Tri,11.8,2,1.3,+,28,50
IC 1776,Galaxy,Tri,14,2,1.8,+,31,49
UGC 1506,Galaxy,Ari,14,2,1.5,+,15,38
MCG 2-6-15,Galaxy,Cet,13,2,1,-,9,0
MCG 1-6-25,Galaxy,Cet,12.3,2,1.1,-,6,49
UGC 1520,Galaxy,Tri,14,2,2.5,+,32,4
MCG 1-6-26,Galaxy,Cet,13,2,1.5,-,5,23
UGC 1511,Galaxy,Psc,15,2,1.7,+,8,29
UGC 1517,Galaxy,Ari,14,2,2.3,+,15,42
IC 191;H III 207,Galaxy,Ari,14,2,2.5,+,18,22
UGC 1541,Galaxy,And,13,2,3.4,+,38,7
UGC 1539,Galaxy,Tri,14,2,3.4,+,32,4
UGC 1527,Galaxy,Cet,14,2,2.3,-,0,6
UGC 1526,Galaxy,Cet,14,2,2.3,-,0,8
UGC 1550,Galaxy,And,13,2,3.7,+,38,15
UGC 1554,Galaxy,Ari,12.4,2,3.8,+,16,2
IC 1773,Galaxy,Tri,14,2,3.9,+,30,49
UGC 1566,Galaxy,Tri,14,2,4.4,+,28,48
MCG 2-6-21,Galaxy,Cet,14,2,3.6,-,9,56
UGC 1571,Galaxy,Tri,14,2,4.8,+,28,59
MCG 2-6-23,Galaxy,Cet,14,2,4.4,-,8,43
UGC 1583,Galaxy,Ari,15,2,5.3,+,13,14
MCG 2-6-24,Galaxy,Cet,14,2,4.7,-,10,6
UGC 1598,Galaxy,And,13,2,6.8,+,44,34
ZWG 504. 16,Galaxy,Tri,15,2,8,+,29,15
UGC 1611,,Ari,14,2,8.4,+,17,12
UGC 1633,Galaxy,And,13,2,8.7,+,38,47
UGC 1632,Galaxy,Tri,14,2,8.5,+,29,14
UGC 1629,Galaxy,Ari,13,2,8.4,+,14,20
UGC 1631,Galaxy,Ari,10.8,2,8.4,+,11,0
IC 1782,Galaxy,For,14,2,7.3,-,25,27
UGC 1636,Galaxy,Cet,14,2,8.5,+,6,19
ZWG 504. 19,Galaxy,Tri,15,2,9.4,+,30,44
UGC 1640,Galaxy,Cet,14,2,8.8,+,7,58
UGC 1655,Galaxy,And,13,2,10.2,+,39,12
MCG 1-6-50,Galaxy,Cet,14,2,9,-,7,46
ZWG 413. 49,Galaxy,Cet,15,2,9.5,+,6,6
MCG 2-6-30,Galaxy,Cet,12.7,2,9.3,-,10,8
UGC 1672,Galaxy,And,13,2,11,+,37,40
MCG 2-6-31,Galaxy,Cet,12.2,2,9.4,-,10,8
ESO 544-17,Galaxy,Cet,14,2,10.5,-,22,4
ESO 478-10,Galaxy,Cet,15,2,10.4,-,22,26
MCG 2-6-33,Galaxy,Cet,12.8,2,9.6,-,10,9
MCG 2-6-34,Galaxy,Cet,13,2,9.7,-,10,11
UGC 1664,Galaxy,Cet,15,2,10.2,+,7,50
UGC 1676,Galaxy,And,13,2,11.3,+,37,30
ZWG 413. 52,Galaxy,Cet,15,2,10.2,+,6,3
UGC 1695,Galaxy,And,14,2,12.3,+,37,29
NGC 847,Galaxy,And,13,2,12.2,+,44,34
MCG 2-6-36,Galaxy,Cet,13.1,2,10.3,-,10,19
UGC 1679,Galaxy,Cet,14,2,11.2,-,1,30
UGC 1680,Galaxy,Cet,15,2,11.2,+,3,47
MCG 2-6-38,Galaxy,Cet,13,2,11.8,-,9,18
UGC 1718,Galaxy,Tri,13,2,14,+,27,53
NGC 859,Galaxy,Cet,14,2,13.6,-,0,44
ESO 415-6,Galaxy,For,13,2,12.6,-,31,57
ESO 478-13,Galaxy,Cet,13,2,12.5,-,22,27
ZWG 504. 37,Galaxy,Tri,15,2,15.1,+,30,47
UGC 1737,Galaxy,Tri,15,2,15.8,+,35,55
NGC 866,Galaxy,Cet,14,2,14.6,-,0,46
UGC 1736,Galaxy,Cet,11,2,15.5,+,6,0
UGC 1747,Galaxy,Tri,14,2,16.1,+,28,36
UGC 1748,Galaxy,Cet,15,2,16,-,0,44
OCL 350,Open Cluster,Per,4,2,19,+,57,9
UGC 1759,Galaxy,Ari,13.5,2,17.2,+,14,33
ESO 544-32,Galaxy,Cet,14,2,15.4,-,17,48
MCG 2-6-48,Galaxy,Cet,13,2,16.6,-,11,20
NGC 867,Galaxy,Cet,14,2,17.1,+,1,14
UGC 1768,Galaxy,Ari,11.8,2,18,+,14,33
ESO 478-22,Galaxy,Cet,15,2,17.8,-,23,22
UGC 1789,Galaxy,Ari,15,2,19.7,+,15,49
MCG 1-6-90,Galaxy,Cet,13,2,19,-,6,45
OCL 353,Open Cluster,Per,4,2,22.4,+,57,7
MCG 3-7-1,Galaxy,Cet,13,2,19.6,-,16,4
UGC 1823,Galaxy,Tri,12,2,22,+,33,16
UGC 1831,Galaxy,And,10,2,22.6,+,42,21
MCG 1-7-2,Galaxy,Cet,11.8,2,21.6,-,5,31
UGC 1842,Galaxy,And,14,2,23.3,+,41,57
ESO 545-7,Galaxy,Cet,13,2,21.9,-,20,48
UGC 1843,Galaxy,Ari,15,2,23.5,+,26,31
MCG 3-7-5,Galaxy,Cet,14,2,22.4,-,16,40
UGC 1852,Galaxy,Ari,15,2,24,+,27,21
UGC 1868,Galaxy,And,14,2,25.2,+,42,6
ESO 545-10,Galaxy,Cet,13,2,23,-,20,43
ESO 545-11,Galaxy,Cet,10.2,2,23.1,-,21,14
UGC 1872,Galaxy,And,14,2,25.4,+,42,3
UGC 1875,Galaxy,And,15,2,25.4,+,41,50
UGC 1878,Galaxy,And,14,2,25.8,+,41,59
MCG 7-6-15,Galaxy,And,15,2,25.8,+,41,47
UGC 1887,Galaxy,And,14,2,26.1,+,42,9
MCG 4-6-33,Galaxy,Ari,15,2,25.7,+,27,14
MCG 4-6-34,Galaxy,Ari,15,2,25.7,+,27,15
UGC 1888,Galaxy,Ari,13,2,25.9,+,18,30
UGC 1894,Galaxy,Ari,15,2,26.2,+,27,13
UGC 1920,Galaxy,And,15,2,27.8,+,45,58
MCG 3-7-15,Galaxy,Cet,14,2,26.6,-,15,50
ESO 478-28,Galaxy,For,12.2,2,25.1,-,24,47
UGC 1915,Galaxy,And,14,2,27.6,+,41,59
UGC 1912,Galaxy,Ari,14,2,26.8,+,20,30
UGC 1913,Galaxy,Tri,10,2,27.3,+,33,35
UGC 1901,Galaxy,Cet,14,2,26.1,-,0,20
UGC 1908,Galaxy,Ari,15,2,26.6,+,12,9
MCG 4-6-50,Galaxy,Ari,14,2,27.7,+,27,14
MCG 2-7-9,Galaxy,Cet,15,2,27.3,-,12,5
UGC 1935,Galaxy,Tri,14,2,28.3,+,31,19
NGC 930,Galaxy,Ari,14,2,27.9,+,20,19
UGC 1956,Galaxy,And,15,2,29.2,+,45,56
UGC 1926,Galaxy,Cet,14,2,27.6,-,0,14
UGC 1937,Galaxy,Ari,14,2,28.2,+,19,36
UGC 1929,Galaxy,Cet,10.1,2,27.6,-,1,9
UGC 1961,Galaxy,And,15,2,29.5,+,42,16
UGC 1947,Galaxy,Ari,14,2,28.5,+,20,17
UGC 1964,Galaxy,Tri,13,2,29.4,+,31,39
UGC 1954,Galaxy,Cet,12.4,2,28.5,-,1,9
MCG 2-7-19,Galaxy,Cet,14,2,29.2,-,10,50
IC 228,Galaxy,Cet,14,2,26.7,-,14,30
MCG 2-7-13,Galaxy,Cet,12,2,28.6,-,10,32
UGC 1979,Galaxy,And,14,2,30.7,+,42,15
ESO 545-21,Galaxy,Cet,12,2,28.5,-,19,4
MCG 2-7-15,Galaxy,Cet,14,2,28.8,-,10,31
UGC 1983,Galaxy,Tri,11.9,2,30.8,+,37,8
MCG 2-7-21,Galaxy,Cet,14,2,29.2,-,11,1
ESO 479-8,Galaxy,Cet,15,2,28.8,-,22,20
UGC 1991,Galaxy,Tri,14,2,31.2,+,29,36
UGC 1986,Galaxy,Cet,12,2,30.6,-,1,7
OCL 377,Open Cluster,And,9,2,32.4,+,44,39
OCL 362,Open Cluster,Per,7.6,2,33.6,+,57,32
MCG 1-7-19,Galaxy,Cet,12.2,2,30.7,-,2,57
UGC 2002,Galaxy,Tri,13,2,32.3,+,35,30
MCG 2-7-28,Galaxy,Cet,14,2,31.6,-,9,17
UGC 2013,Galaxy,Ari,14,2,32.8,+,28,5
ESO 545-32,Galaxy,Cet,14,2,32.5,-,18,39
ESO 545-30,Galaxy,Cet,14,2,31.8,-,19,53
ESO 545-31,Galaxy,Cet,14,2,32.2,-,17,13
UGC 2040,Galaxy,Tri,14,2,34.1,+,34,30
UGC 2039,Galaxy,Tri,13,2,34.1,+,32,58
MCG 5-7-9,Galaxy,Tri,15,2,34.2,+,33,0
UGC 2045,Galaxy,Ari,11.3,2,34.2,+,29,19
UGC 2048,Galaxy,Tri,13,2,34.3,+,32,31
UGC 2049,Galaxy,Tri,14,2,34.4,+,32,59
UGC 2030,Galaxy,Cet,14,2,33.2,+,9,37
UGC 2042,Galaxy,Ari,12.4,2,34,+,20,59
MCG 2-7-31,Galaxy,Cet,13,2,33,-,10,44
UGC 2063,Galaxy,And,13,2,35.5,+,40,54
MCG 2-7-30,Galaxy,Cet,14,2,32.9,-,10,57
UGC 2066,Galaxy,And,14,2,35.4,+,40,57
UGC 2059,Galaxy,Ari,14,2,34.7,+,23,26
MCG 2-7-35,Galaxy,Cet,13.5,2,34.6,-,8,47
ESO 299-7,Galaxy,For,11,2,33.6,-,39,2
UGC 2093,Galaxy,Tri,13,2,36.8,+,33,19
MCG 2-7-37,Galaxy,Cet,11,2,35.4,-,9,21
MCG 3-7-34,Galaxy,Cet,15,2,33.8,-,16,30
UGC 2089,Galaxy,Ari,14,2,36.4,+,11,39
MCG 1-7-23,Galaxy,Cet,12,2,35.5,-,7,9
UGC 2103,Galaxy,Ari,13,2,37.2,+,21,6
NGC 994,Galaxy,Cet,15,2,36.7,+,2,3
UGC 2118,Galaxy,And,15,2,38.5,+,41,32
UGC 2123,Galaxy,And,14,2,38.7,+,41,39
UGC 2102,Galaxy,Cet,14,2,37.2,+,7,18
MCG 1-7-15,Galaxy,Cet,15,2,37.2,+,7,26
IC 240,Galaxy,And,14,2,38.8,+,41,40
MCG 7-6-48,Galaxy,And,15,2,38.9,+,41,27
MCG 7-6-50,Galaxy,Per,14,2,39.2,+,41,40
NGC 983,Galaxy,Tri,14,2,38.9,+,34,37
UGC 2137,Galaxy,Per,11.5,2,39.3,+,40,52
UGC 2112,Galaxy,Cet,14,2,37.6,+,1,57
MCG 7-6-52,Galaxy,Per,14,2,39.5,+,41,29
MCG 0-7-59,Galaxy,Cet,15,2,37.8,+,2,8
UGC 2114,Galaxy,Cet,15,2,37.9,+,2,4
UGC 2129,Galaxy,Cet,15,2,38.3,+,2,18
NGC 1006,Galaxy,Cet,14,2,37.5,-,11,2
MCG 2-7-45,Galaxy,Cet,15,2,37.6,-,11,1
UGC 2141,Galaxy,Ari,13,2,39.3,+,30,9
MCG 2-7-46,Galaxy,Cet,14,2,37.8,-,11,31
UGC 2124,Galaxy,Cet,12,2,38.1,-,1,19
UGC 2128,Galaxy,Cet,13,2,38.3,+,2,8
MCG 2-7-47,Galaxy,Cet,14,2,37.8,-,11,1
MCG 2-7-48,Galaxy,Cet,15,2,38,-,9,34
UGC 2132,Galaxy,Cet,15,2,38.4,+,1,55
ZWG 388. 81,Galaxy,Cet,15,2,38.7,+,2,13
ZWG 388. 84,Galaxy,Cet,15,2,38.8,+,2,12
MCG 1-7-25,Galaxy,Cet,11.4,2,38.5,-,6,40
UGC 2154,Galaxy,Per,9.5,2,40.4,+,39,4
UGC 2142,Galaxy,Ari,14,2,39.2,+,10,51
UGC 2145,Galaxy,Cet,14,2,39.3,+,6,32
OCL 357,Open Cluster,Cas,6.7,2,42.7,+,61,33
MCG 2-7-23,Galaxy,Ari,15,2,39.5,+,10,50
UGC 2149,Galaxy,Ari,14,2,39.5,+,10,47
UGC 2153,Galaxy,Ari,14,2,39.9,+,18,1
UGC 2147,Galaxy,Cet,13,2,39.4,+,1,6
MCG 2-7-53,Galaxy,Cet,14,2,40.1,-,8,48
MCG 3-7-43,Galaxy,Cet,14,2,38.2,-,15,49
MCG 1-7-27,Galaxy,Cet,13,2,39.5,-,8,8
IC 1828,Galaxy,Ari,13,2,40.5,+,19,18
UGC 2158,Galaxy,Cet,14,2,40.1,+,1,30
M 34,Open Cluster,Per,5.2,2,42,+,42,47
MCG 1-7-30,Galaxy,Cet,14,2,40.3,-,5,28
MCG 2-7-54,Galaxy,Cet,10.9,2,40.4,-,8,26
ZWG 388. 94,Galaxy,Cet,15,2,40.7,+,1,20
MCG 1-7-23,Galaxy,Cet,13.2,2,41.1,+,8,44
MCG 2-7-59,Galaxy,Cet,13,2,40.4,-,11,18
MCG 1-7-32,Galaxy,Cet,15,2,40.5,-,8,9
UGC 2178,Galaxy,Per,13,2,42.5,+,34,46
MCG 1-7-34,Galaxy,Cet,10.6,2,41.1,-,8,15
NGC 1040-1,Galaxy,Per,14,2,43.2,+,41,30
MCG 3-7-46,Galaxy,Ari,14,2,42.2,+,18,12
UGC 2173,Galaxy,Cet,10.6,2,41.8,+,0,26
UGC 2183,Galaxy,Ari,13,2,42.9,+,28,33
UGC 2184,Galaxy,Tri,15,2,43,+,32,29
UGC 2193,Galaxy,Per,11.5,2,43.5,+,37,21
UGC 2191,Galaxy,Tri,13,2,43.2,+,32,24
MCG 5-7-36,Galaxy,Tri,15,2,43.2,+,32,27
MCG 2-7-71,Galaxy,Cet,14,2,42.2,-,9,22
IC 254,Galaxy,Cet,14,2,42.1,-,15,6
UGC 2203,Galaxy,Tri,15,2,43.8,+,32,27
UGC 2204,Galaxy,Tri,15,2,43.8,+,32,31
M 77,Galaxy,Cet,8.8,2,42.7,-,0,1
MCG 1-7-38,Galaxy,Cet,14,2,42.8,-,8,18
UGC 2200,Galaxy,Cet,13,2,43.3,+,4,58
MCG 2-7-77,Galaxy,Cet,15,2,43,-,8,46
IC 1837,Galaxy,Cet,14,2,43.5,+,0,18
UGC 2210,Galaxy,Cet,11,2,43.7,+,1,23
MCG 3-8-1,Galaxy,Cet,14,2,43.7,-,16,18
MCG 3-8-2,Galaxy,Cet,15,2,43.7,-,16,11
MCG 3-8-3,Galaxy,Cet,13,2,43.7,-,14,45
